timestamp,"container_memory_rss{prometheus=""monitoring-cce-bj4-dev-01"",container="""",namespace=~""jiesuan"",pod=~""yid-k8s-aiops-81-8479bf857f-dwxwt"",metrics_path=""/metrics/cadvisor""} / 1048576","sum(rate(container_network_receive_bytes_total{prometheus=""monitoring-cce-bj4-dev-01"",namespace=~""jiesuan"", pod=~""yid-k8s-aiops-81-8479bf857f-dwxwt"", node=""10.200.66.205"", metrics_path=""/metrics/cadvisor""}[1m])) by (pod,namespace,node) * 8","sum(rate(container_network_transmit_bytes_total{prometheus=""monitoring-cce-bj4-dev-01"",namespace=~""jiesuan"", pod=~""yid-k8s-aiops-81-8479bf857f-dwxwt"", node=""10.200.66.205"", metrics_path=""/metrics/cadvisor""}[1m])) by (pod,namespace,node) * 8","sum(rate(container_network_receive_bytes_total{prometheus=""monitoring-cce-bj4-dev-01"",namespace=~""jiesuan"", pod=~""yid-k8s-aiops-81-8479bf857f-dwxwt"", node=""10.200.66.205"", metrics_path=""/metrics/cadvisor""}[1m])) by (pod,namespace,node) * 8.1","(sum(irate(container_cpu_usage_seconds_total{prometheus=""monitoring-cce-bj4-dev-01"",container!="""",container!=""POD"",namespace=~""jiesuan"",pod=~""yid-k8s-aiops-81-8479bf857f-dwxwt"", metrics_path=""/metrics/cadvisor""} [1m])) by(namespace,pod) / on (namespace,pod) (sum(container_spec_cpu_quota{prometheus=""monitoring-cce-bj4-dev-01"",namespace=~""jiesuan"",pod=~""yid-k8s-aiops-81-8479bf857f-dwxwt"",container!="""",metrics_path=""/metrics/cadvisor""}) by(namespace,pod) / 100000) ) * 100","irate (container_cpu_usage_seconds_total{prometheus=""monitoring-cce-bj4-dev-01"",container="""",namespace=~""jiesuan"",pod=~""yid-k8s-aiops-81-8479bf857f-dwxwt"",metrics_path=""/metrics/cadvisor""} [1m]) * 100","(1-sum(increase(std_grpc_server_handled_total{job=""be/yid"",biz_code=""6000"",instance=""yid-k8s-aiops-81-8479bf857f-dwxwt"",grpc_code=~""Unknown|OK"",grpc_method=~""ListFieldValues|ListPermResource|CheckUserOperatePage|ListAuthZResources""}[1m]) or increase(std_grpc_server_handled_total{job=""be/yid"",instance=""yid-k8s-aiops-81-8479bf857f-dwxwt"",biz_code=""6000"",grpc_method=~""ListFieldValues|ListPermResource|CheckUserOperatePage|ListAuthZResources""}[1m]) or vector(0))/sum(increase(std_grpc_server_handled_total{job=""be/yid"",instance=""yid-k8s-aiops-81-8479bf857f-dwxwt"",grpc_method=~""ListFieldValues|ListPermResource|CheckUserOperatePage|ListAuthZResources""}[1m])))*100","sum(rate(std_requests_total{job=""be/yid"",code=~""2.."",environment=""rc"", instance=""yid-k8s-aiops-81-8479bf857f-dwxwt""}[1m]))","sum(rate(std_requests_total{job=""be/yid"",code=~""4.."",environment=""rc"", instance=""yid-k8s-aiops-81-8479bf857f-dwxwt""}[1m]))","sum( increase(std_grpc_server_handled_total{job=""be/yid"",environment=""rc"", instance=""yid-k8s-aiops-81-8479bf857f-dwxwt"", grpc_code=""OK""}[1m]))","sum( increase(std_grpc_server_handled_total{job=""be/yid"",environment=""rc"", instance=""yid-k8s-aiops-81-8479bf857f-dwxwt"", grpc_code=""Unknown""}[1m]))","1-sum(increase(std_grpc_server_handled_total{job=""be/yid"",biz_code=""6000"",environment=""rc"",instance=""yid-k8s-aiops-81-8479bf857f-dwxwt"",grpc_code=~""Unknown|OK""}[1m]) or increase(std_grpc_server_handled_total{job=""be/yid"",environment=""rc"",instance=""{1}"",grpc_code!~""Unknown|OK""}[1m]))/sum(increase(std_grpc_server_handled_total{job=""be/yid"",instance=""{2}"",environment=""rc""}[1m])) or vector(1)","1- ((sum(increase(std_requests_total{job=""be/yid"",code=""200"",environment=""rc"", instance=""yid-k8s-aiops-81-8479bf857f-dwxwt"", bizcode=""6000""}[1m]) or increase(std_requests_total{job=""be/yid"",environment=""rc"", instance=""yid-k8s-aiops-81-8479bf857f-dwxwt"",code=~""5..""}[1m]))  or  vector(0)) /  sum(increase(std_requests_total{job=""be/yid"",instance=""yid-k8s-aiops-81-8479bf857f-dwxwt"",environment=""rc""}[1m])))","sum(rate(std_grpc_server_handled_total{job=""be/yid"", grpc_code=""OK"", instance=""yid-k8s-aiops-81-8479bf857f-dwxwt"" ,grpc_method=~""GetEmployee|ListEmployee|GetDepartment|ListDepartment|GetTeam|ListTeam|ListSupervisor|IsDeptLeader|GetDepartTree|GetEmployeeDepartTree|ListUserNameByEmpID|ListAuthZTeamsByUserName|ListWeChatDeptIDByDeptID|ListJiesuanBusinessDeptMember|ListAllInternalEmployees|IsEmployeeBelongToDept|ListApproveAuthEmp|ListApproveAuthDept|ListApproveBackupEmp""}[1m]))","sum(rate(std_grpc_server_handled_total{job=""be/yid"", grpc_code=""Unknown"",instance=""yid-k8s-aiops-81-8479bf857f-dwxwt"", grpc_method=~""GetEmployee|ListEmployee|GetDepartment|ListDepartment|GetTeam|ListTeam|ListSupervisor|IsDeptLeader|GetDepartTree|GetEmployeeDepartTree|ListUserNameByEmpID|ListAuthZTeamsByUserName|ListWeChatDeptIDByDeptID|ListJiesuanBusinessDeptMember|ListAllInternalEmployees|IsEmployeeBelongToDept|ListApproveAuthEmp|ListApproveAuthDept|ListApproveBackupEmp""}[1m]))","sum(rate(std_grpc_server_handled_total{job=""be/yid"",instance=""yid-k8s-aiops-81-8479bf857f-dwxwt"",grpc_method=~""ListFieldValues|ListPermResource|CheckUserOperatePage|ListAuthZResources"", grpc_code=""OK""}[1m]))"
2023-11-07 15:00:00,275.65625,4001049.066666667,3216537.333333333,4001049.066666667,6.387435753333396,6.674962716642767,100,0.0,0.2001309948329815,508.6966014118332,0.0,1,1.0,0.1637435412269849,0.0,2.055891128738811
2023-11-07 15:02:00,271.6875,2407941.333333333,1388255.2,2407941.333333333,10.02657806000166,9.94671012997666,100,0.0363788493369954,0.2000836713534751,476.92671480801073,0.0,1,0.8461538461538461,0.2000836713534751,0.0,1.800753042181276
2023-11-07 15:04:00,278.46875,4016499.2,4050147.2,4016499.2,3.861436562221772,11.13011147666839,100,0.0500818002737805,0.2170211345197155,516.8441788254148,0.0,1,0.8125,0.100163600547561,0.0,1.7361690761577244
2023-11-07 15:06:00,281.43359375,4765214.4,3764617.066666667,4765214.4,8.449930724444938,11.53490746000898,100,0.0333633603576552,0.2168618423247589,554.4990491442298,0.0,1,0.8666666666666667,0.2835885630400694,0.0,1.901711540386348
2023-11-07 15:08:00,281.51953125,3389516.8,3009919.7333333334,3389516.8,8.25497848000143,13.885146866668943,100,0.0,0.1999709133216986,507.1989528795812,0.0,1,1.0,0.1817917393833624,0.0,1.799738219895288
2023-11-07 15:10:00,282.70703125,5300868.0,4182271.2,5300868.0,8.726297795555082,12.83497663665912,100,0.0364292089397278,0.2003606491685033,464.4724139815305,0.0,1,0.8461538461538461,0.2550044625780951,0.0,1.457168357589115
2023-11-07 15:12:00,279.42578125,5256500.8,3804053.3333333335,5256500.8,11.786457697776818,7.911509500020959,100,0.0362529002320185,0.1993909512761021,490.5017401392112,0.0,1,0.8461538461538461,0.3081496519721577,0.0,1.6132540603248262
2023-11-07 15:14:00,278.8828125,4056324.0,3319684.0,4056324.0,6.163621908888469,10.865286923314368,100,0.0546836550555039,0.2005067352035143,503.8645417509707,0.0,1,0.7857142857142857,0.1738663015013701,0.0,1.8255961657643864
2023-11-07 15:16:00,279.06640625,5878770.133333334,4618853.866666666,5878770.133333334,6.443950548887694,13.656239576666849,100,0.0,0.1999636429740046,481.0034539174694,0.0,1,1.0,0.0908925649881839,0.0,1.7269587347754949
2023-11-07 15:18:00,278.02734375,3969240.0,2853822.933333333,3969240.0,7.10674523555402,14.12025847331582,100,0.0546010483401281,0.2002038439138031,521.986022131625,0.0,1,0.7857142857142857,0.0728013977868375,0.0,1.9474373907979037
2023-11-07 15:20:00,282.296875,5251001.866666666,4085822.933333333,5251001.866666666,7.793342697778927,9.815319596673362,100,0.0348578086715186,0.1917179476933528,464.30601150462905,0.0,1,0.8461538461538461,0.104573426014556,0.0,1.411741251196507
2023-11-07 15:22:00,283.9921875,3536778.6666666665,2978418.1333333333,3536778.6666666665,8.047784946668092,10.143839136629444,100,0.0,0.2000109096859828,448.38809389603074,0.0,1,1.0,0.0,0.0,1.418259177773333
2023-11-07 15:24:00,294.4453125,4571342.933333334,3559988.0,4571342.933333334,8.416132226666377,9.663155256663837,100,0.0180137985697043,0.2161655828364526,489.61504512456537,0.0,1,0.9230769230769232,0.1441103885576351,0.0,1.9094626483886652
2023-11-07 15:26:00,273.49609375,3799602.4,3755385.6,3799602.4,9.590132766665596,10.909731379991475,100,0.039938494718134,0.1996924735906703,2017.201400561368,0.0,1,0.8333333333333334,0.0998462367953351,0.0,0.9984623679533516
2023-11-07 15:28:00,277.34765625,2204889.066666667,2267107.2,2204889.066666667,11.125987939999,17.658401670002302,100,0.0400448502322601,0.2002242511613006,2808.7475438468814,0.0,1,0.8333333333333333,0.1455498144239866,0.0,1.1825922421948911
2023-11-07 15:30:00,262.5546875,4591502.666666667,4144847.466666667,4591502.666666667,11.250570488888725,24.34460753332436,100,0.0,0.2003305453999098,2837.682175589723,0.0,1,1.0,0.1335536969332732,0.0,1.201983272399459
2023-11-07 15:32:00,263.3828125,4333985.333333333,4119092.533333333,4333985.333333333,5.3823220777788565,20.08454905662802,100,0.0,0.1833333333333333,2342.2222222222217,0.0,1,1.0,0.1851851851851851,0.0,0.9444444444444444
2023-11-07 15:34:00,270.296875,4587507.2,3909927.466666667,4587507.2,11.006210699999633,15.248405563324924,100,0.0544949228896841,0.2179796915587364,3077.8732448093583,0.0,1,0.8,0.1453197943724909,0.0,1.2352182521661732
2023-11-07 15:36:00,275.890625,3325584.0,3087752.8,3325584.0,9.30190547555564,16.8970901533127,100,0.0333778371161548,0.2169559412550067,3022.0293724966623,0.0,1,0.8666666666666667,0.2169559412550067,0.0,1.4018691588785046
2023-11-07 15:38:00,252.22265625,4154801.866666666,3566794.4,4154801.866666666,9.93222394666696,11.608656993339537,100,0.0,0.2202069945749004,3092.90733289292,0.0,1,1.0,0.2202069945749004,0.0,1.2611855143835204
2023-11-07 15:40:00,271.0390625,2523804.0,2101632.0,2523804.0,9.958093688888365,23.38230794669168,100,0.0364225747118063,0.2185354482708382,3067.1450164812145,0.0,1,0.8571428571428572,0.2185354482708382,0.0,1.347635264336836
2023-11-07 15:42:00,256.125,4549035.604747299,4144669.422589679,4549035.604747299,9.396739783082984,14.74294392914426,100,0.0363636363636363,0.2,2810.1818181818176,0.0,1,0.8461538461538461,0.1454545454545454,0.0,1.2909090909090908
2023-11-07 15:44:00,255.57421875,4256538.666666667,4320518.666666667,4256538.666666667,12.369104080001607,15.610526303353254,100,0.0545980672284201,0.2183922689136804,3068.4113782372106,0.0,1,0.8,0.2001929131708737,0.0,1.1465594117968223
