timestamp,"1-avg(irate(node_cpu_seconds_total{hostname=~""bj3-rd-ylint-prod-01"", mode=~""idle""}[1m])) by (mode, hostname)","node_load1{hostname=~""bj3-rd-ylint-prod-01""}","node_load5{hostname=~""bj3-rd-ylint-prod-01""}","node_load15{hostname=~""bj3-rd-ylint-prod-01""}","(1-(node_memory_MemAvailable_bytes{hostname=~""bj3-rd-ylint-prod-01""}/node_memory_MemTotal_bytes{hostname=~""bj3-rd-ylint-prod-01""}))*100","1-(node_filesystem_free_bytes{hostname=~""bj3-rd-ylint-prod-01"",fstype=~""ext4|xfs"",mountpoint=""/""} / node_filesystem_size_bytes{hostname=~""bj3-rd-ylint-prod-01"",fstype=~""ext4|xfs"",mountpoint=""/""})","1-(node_filesystem_free_bytes{hostname=~""bj3-rd-ylint-prod-01"",fstype=~""ext4|xfs"",mountpoint=""/data""} / node_filesystem_size_bytes{hostname=~""bj3-rd-ylint-prod-01"",fstype=~""ext4|xfs"",mountpoint=""/data""})","irate(node_disk_reads_completed_total{hostname=~""bj3-rd-ylint-prod-01""}[1m])","irate(node_disk_writes_completed_total{hostname=~""bj3-rd-ylint-prod-01""}[1m])","irate(node_disk_read_time_seconds_total{hostname=~""bj3-rd-ylint-prod-01""}[1m])","irate(node_disk_write_time_seconds_total{hostname=~""bj3-rd-ylint-prod-01""}[1m])","irate(node_disk_read_bytes_total{hostname=~""bj3-rd-ylint-prod-01""}[1m])","irate(node_disk_written_bytes_total{hostname=~""bj3-rd-ylint-prod-01""}[1m])","node_netstat_Tcp_CurrEstab{hostname=~""bj3-rd-ylint-prod-01""}","node_sockstat_TCP_tw{hostname=~""bj3-rd-ylint-prod-01""}","irate(node_netstat_Tcp_ActiveOpens{hostname=~""bj3-rd-ylint-prod-01""}[1m])","irate(node_netstat_Tcp_PassiveOpens{hostname=~""bj3-rd-ylint-prod-01""}[1m])","node_sockstat_TCP_alloc{hostname=~""bj3-rd-ylint-prod-01""}","node_sockstat_TCP_inuse{hostname=~""bj3-rd-ylint-prod-01""}","probe_duration_seconds{hostname=~""bj3-rd-ylint-prod-01""}","irate(node_network_receive_bytes_total{hostname=~""bj3-rd-ylint-prod-01"",device!~""tap.*|veth.*|br.*|docker.*|virbr*|lo*""}[5m])*8","irate(node_network_transmit_bytes_total{hostname=~""bj3-rd-ylint-prod-01"",device!~""tap.*|veth.*|br.*|docker.*|virbr*|lo*""}[5m])*8"
1694419816,0.20599999986588946,2.32,3.42,4.47,34.548761272914355,0.6234332511937967,0.4503729279550629,14.8,1.2,0.009733333331920828,0.0009333333310981591,75366.4,29491.2,270,141,1.7333333333333334,3.3333333333333335,318,255,0.000319595,43188365.333333336,903120.5333333333
1694419936,0.6673333333184321,3.59,3.25,4.27,29.139666015201716,0.6234362643591911,0.4505982575939379,17.2,1.5333333333333334,0.023933333333116025,0.0011333333328366279,684032,43417.6,272,137,2.3333333333333335,3.2,321,259,0.000363687,35467998.93333333,719955.2
1694420056,0.2993333332240582,2.36,2.88,4.01,34.348818967587505,0.6234382083368649,0.4507172786796342,9.533333333333333,3.933333333333333,0.004066666667737687,0.0033333333364377418,49425.066666666666,43963.73333333333,269,174,1.9333333333333333,3.3333333333333335,317,256,0.000357543,178808.53333333333,295548.26666666666
1694420176,0.3399166667213043,1.93,2.48,3.72,31.069118413679597,0.6234402495134224,0.4505708035622036,8.333333333333334,1.2666666666666666,0.0030000000008537126,0.0008666666690260172,45329.066666666666,28945.066666666666,267,213,1.8666666666666667,3.2,316,256,0.000337154,172722.13333333333,296770.13333333336
1694420296,0.35983333326876166,1.71,2.16,3.45,28.589321311494608,0.6234434570765841,0.4508174247551595,14.066666666666666,4.333333333333333,0.01746666666585952,0.0033333333286767203,506811.73333333334,47240.53333333333,282,188,3,3.6,333,271,0.000367918,204182.4,2240568.533333333
1694420416,0.3909166668852171,2.58,2.3,3.35,27.4530974522579,0.6235139262672595,0.45090476915540867,10.133333333333333,3.933333333333333,0.004399999999441207,0.004333333329608043,83285.33333333333,46967.46666666667,278,111,1.9333333333333333,3.4,331,267,0.000326428,298741.3333333333,1779744.5333333334
1694420536,0.9752500001341105,10.37,4.96,4.17,37.56455262710888,0.6235172310293051,0.4506680815663682,8.8,4.933333333333334,0.0015999999983857076,0.0032000000045324366,55432.53333333333,71270.4,273,196,1.6666666666666667,3.2666666666666666,322,260,0.00030493,41482059.733333334,879508.2666666667
1694420656,0.2798333334426085,6.31,5.9,4.66,27.553648236261154,0.6235597069414778,0.4523898700711738,16.866666666666667,1.4666666666666666,0.01413333333330229,0.0007999999991928538,256955.73333333334,32221.866666666665,278,99,1.9333333333333333,3.2,327,265,0.00032101,118126962.13333334,1571246.4
1694420776,0.3898333333432674,4.33,5.14,4.52,37.88419185480076,0.6235487234676207,0.4524475783799913,35.13333333333333,3.3333333333333335,0.03293333333179665,0.002666666661389172,820019.2,46967.46666666667,276,179,6.133333333333334,3.466666666666667,327,263,0.000428766,101293819.73333333,1799887.4666666666
1694420896,0.566666666418314,4.25,4.68,4.42,44.52918315666984,0.6235522226274336,0.45132320138807214,38.46666666666667,1.6666666666666667,0.05253333333336438,0.0008000000069538752,543675.7333333333,36317.86666666667,282,198,1.8,3.2,334,270,0.000304092,528752986.1333333,4464659.733333333
