timestamp,cpu_usage_system,cpu_usage_total,cpu_usage_user,memory_usage,memory_working_set
1650480718,0.01,0.001669235,0.0,0.0034309029579162,0.0034304559230804
1650480719,0.01,0.001669235,0.0,0.0034309029579162,0.0034304559230804
1650480720,0.0,0.000864424,0.0,0.0034309029579162,0.0034304559230804
1650480721,0.0,0.000864424,0.0,0.0034309029579162,0.0034304559230804
1650480722,0.0,0.0007689065,0.0,0.0034309029579162,0.0034304559230804
1650480723,0.0,0.000964519,0.0,0.0034309029579162,0.0034304559230804
1650480724,0.0,0.000964519,0.0,0.0034309029579162,0.0034304559230804
1650480725,0.0,0.0008302345,0.0,0.0034309029579162,0.0034304559230804
1650480726,0.0,0.0008302345,0.0,0.0034309029579162,0.0034304559230804
1650480727,0.0,0.0006634015,0.0,0.0034309029579162,0.0034304559230804
1650480728,0.0,0.000769952,0.0,0.0034309029579162,0.0034304559230804
1650480729,0.0,0.001510289,0.0,0.0034309029579162,0.0034304559230804
1650480730,0.0,0.000832736,0.0,0.0034309029579162,0.0034304559230804
1650480731,0.0,0.001155903,0.0,0.0034309029579162,0.0034304559230804
1650480732,0.0,0.001155903,0.0,0.0034309029579162,0.0034304559230804
1650480733,0.0,0.0004768355,0.0,0.0034309029579162,0.0034304559230804
1650480734,0.01,0.001256684,0.01,0.0034309029579162,0.0034304559230804
1650480735,0.01,0.001256684,0.01,0.0034309029579162,0.0034304559230804
1650480736,0.0,0.000771334,0.0,0.0034309029579162,0.0034304559230804
1650480737,0.0,0.001858314,0.0,0.0034309029579162,0.0034304559230804
1650480738,0.0,0.001858314,0.0,0.0034309029579162,0.0034304559230804
1650480739,0.0,0.0009028075,0.0,0.0034309029579162,0.0034304559230804
1650480740,0.0,0.001279633,0.0,0.0034309029579162,0.0034304559230804
1650480741,0.0,0.001030672,0.0,0.0034309029579162,0.0034304559230804
1650480742,0.0,0.001030672,0.0,0.0034309029579162,0.0034304559230804
1650480743,0.0,0.0007299635,0.0,0.0034309029579162,0.0034304559230804
1650480744,0.0,0.0007299635,0.0,0.0034309029579162,0.0034304559230804
1650480745,0.0,0.000851006,0.0,0.0034309029579162,0.0034304559230804
1650480746,0.0,0.001390677,0.0,0.0034309029579162,0.0034304559230804
1650480747,0.0,0.001390677,0.0,0.0034309029579162,0.0034304559230804
1650480748,0.0,0.0006508675,0.0,0.0034309029579162,0.0034304559230804
1650480749,0.0,0.002088628,0.0,0.0034309029579162,0.0034304559230804
1650480750,0.0,0.002088628,0.0,0.0034309029579162,0.0034304559230804
1650480751,0.0,0.000491931,0.0,0.0034309029579162,0.0034304559230804
1650480752,0.0,0.000846067,0.0,0.0034309029579162,0.0034304559230804
1650480753,0.0,0.001314542,0.0,0.0034309029579162,0.0034304559230804
1650480754,0.0,0.001469522,0.0,0.0034309029579162,0.0034304559230804
1650480755,0.0,0.001469522,0.0,0.0034309029579162,0.0034304559230804
1650480756,0.0,0.000841791,0.0,0.0034309029579162,0.0034304559230804
1650480757,0.0,0.000841791,0.0,0.0034309029579162,0.0034304559230804
1650480758,0.005,0.0005740585,0.0,0.0034309029579162,0.0034304559230804
1650480759,0.005,0.0005740585,0.0,0.0034309029579162,0.0034304559230804
1650480760,0.0,0.0011205725,0.0,0.0034309029579162,0.0034304559230804
1650480761,0.0,0.001419748,0.0,0.0034309029579162,0.0034304559230804
1650480762,0.0,0.001419748,0.0,0.0034309029579162,0.0034304559230804
1650480763,0.0,0.0004563085,0.0,0.0034309029579162,0.0034304559230804
1650480764,0.0,0.001820999,0.0,0.0034309029579162,0.0034304559230804
1650480765,0.0,0.000873669,0.0,0.0034309029579162,0.0034304559230804
1650480766,0.0,0.000873669,0.0,0.0034309029579162,0.0034304559230804
1650480767,0.0,0.000723563,0.0,0.0034309029579162,0.0034304559230804
1650480768,0.0,0.001060413,0.0,0.0034309029579162,0.0034304559230804
1650480769,0.0,0.001060413,0.0,0.0034309029579162,0.0034304559230804
1650480770,0.0,0.0007862785,0.0,0.0034309029579162,0.0034304559230804
1650480771,0.0,0.001137935,0.0,0.0034309029579162,0.0034304559230804
1650480772,0.0,0.001137935,0.0,0.0034309029579162,0.0034304559230804
1650480773,0.0,0.0006593135,0.0,0.0034309029579162,0.0034304559230804
1650480774,0.0,0.001900753,0.0,0.0034309029579162,0.0034304559230804
1650480775,0.0,0.001900753,0.0,0.0034309029579162,0.0034304559230804
1650480776,0.0,0.000671277,0.0,0.0034309029579162,0.0034304559230804
1650480777,0.0,0.000671277,0.0,0.0034309029579162,0.0034304559230804
1650480778,0.0,0.0006899195,0.0,0.0034309029579162,0.0034304559230804
1650480779,0.0,0.002025112,0.01,0.0034309029579162,0.0034304559230804
1650480780,0.0,0.002025112,0.01,0.0034309029579162,0.0034304559230804
1650480781,0.0,0.000762515,0.0,0.0034309029579162,0.0034304559230804
1650480782,0.0,0.000762515,0.0,0.0034309029579162,0.0034304559230804
1650480783,0.0,0.0007817985,0.0,0.0034309029579162,0.0034304559230804
1650480784,0.0,0.0007817985,0.0,0.0034309029579162,0.0034304559230804
1650480785,0.0,0.000812053,0.0,0.0034309029579162,0.0034304559230804
1650480786,0.0,0.000812053,0.0,0.0034309029579162,0.0034304559230804
1650480787,0.0,0.000733014,0.0,0.0034309029579162,0.0034304559230804
1650480788,0.01,0.001084599,0.0,0.0034309029579162,0.0034304559230804
1650480789,0.0,0.001499208,0.0,0.0034309029579162,0.0034304559230804
1650480790,0.0,0.001499208,0.0,0.0034309029579162,0.0034304559230804
1650480791,0.0,0.000725979,0.0,0.0034309029579162,0.0034304559230804
1650480792,0.0,0.000879993,0.0,0.0034309029579162,0.0034304559230804
1650480793,0.0,0.000879993,0.0,0.0034309029579162,0.0034304559230804
1650480794,0.0,0.0009581505,0.0,0.0034309029579162,0.0034304559230804
1650480795,0.0,0.000978131,0.0,0.0034309029579162,0.0034304559230804
1650480796,0.0,0.00114032,0.0,0.0034309029579162,0.0034304559230804
1650480797,0.0,0.001289228,0.0,0.0034309029579162,0.0034304559230804
1650480798,0.0,0.001232598,0.0,0.0034309029579162,0.0034304559230804
1650480799,0.0,0.001232598,0.0,0.0034309029579162,0.0034304559230804
1650480800,0.005,0.0009511545,0.0,0.0034309029579162,0.0034304559230804
1650480801,0.0,0.000923765,0.0,0.0034309029579162,0.0034304559230804
1650480802,0.0,0.000923765,0.0,0.0034309029579162,0.0034304559230804
1650480803,0.0,0.000505687,0.0,0.0034309029579162,0.0034304559230804
1650480804,0.0,0.001623191,0.0,0.0034309029579162,0.0034304559230804
1650480805,0.0,0.000876697,0.0,0.0034309029579162,0.0034304559230804
1650480806,0.0,0.000876697,0.0,0.0034309029579162,0.0034304559230804
1650480807,0.0,0.000488144,0.0,0.0034309029579162,0.0034304559230804
1650480808,0.0,0.000488144,0.0,0.0034309029579162,0.0034304559230804
1650480809,0.0,0.0010824945,0.0,0.0034309029579162,0.0034304559230804
1650480810,0.0,0.001498233,0.0,0.0034309029579162,0.0034304559230804
1650480811,0.0,0.001498233,0.0,0.0034309029579162,0.0034304559230804
1650480812,0.0,0.0007309195,0.0,0.0034309029579162,0.0034304559230804
1650480813,0.0,0.0007309195,0.0,0.0034309029579162,0.0034304559230804
1650480814,0.0,0.0008005835,0.0,0.0034309029579162,0.0034304559230804
1650480815,0.0,0.0008005835,0.0,0.0034309029579162,0.0034304559230804
1650480816,0.0,0.0006984155,0.0,0.0034309029579162,0.0034304559230804
1650480817,0.01,0.000749232,0.0,0.0034309029579162,0.0034304559230804
1650480818,0.0,0.000987789,0.0,0.0034309029579162,0.0034304559230804
1650480819,0.0,0.001766799,0.0,0.0034309029579162,0.0034304559230804
1650480820,0.0,0.001766799,0.0,0.0034309029579162,0.0034304559230804
1650480821,0.005,0.000730612,0.0,0.0034309029579162,0.0034304559230804
1650480822,0.005,0.000730612,0.0,0.0034309029579162,0.0034304559230804
1650480823,0.0,0.000731887,0.0,0.0034309029579162,0.0034304559230804
1650480824,0.0,0.000731887,0.0,0.0034309029579162,0.0034304559230804
1650480825,0.0,0.0008181105,0.0,0.0034309029579162,0.0034304559230804
1650480826,0.0,0.000948884,0.0,0.0034309029579162,0.0034304559230804
1650480827,0.0,0.000948884,0.0,0.0034309029579162,0.0034304559230804
1650480828,0.005,0.000706774,0.0,0.0034309029579162,0.0034304559230804
1650480829,0.0,0.001808971,0.0,0.0034309029579162,0.0034304559230804
1650480830,0.0,0.001808971,0.0,0.0034309029579162,0.0034304559230804
1650480831,0.0,0.0007627,0.0,0.0034309029579162,0.0034304559230804
1650480832,0.0,0.0007627,0.0,0.0034309029579162,0.0034304559230804
1650480833,0.0,0.0006452455,0.0,0.0034309029579162,0.0034304559230804
1650480834,0.0,0.001828102,0.01,0.0034309029579162,0.0034304559230804
1650480835,0.0,0.000921934,0.0,0.0034309029579162,0.0034304559230804
1650480836,0.0,0.000911551,0.0,0.0034309029579162,0.0034304559230804
1650480837,0.0,0.000911551,0.0,0.0034309029579162,0.0034304559230804
1650480838,0.005,0.000902809,0.0,0.0034309029579162,0.0034304559230804
1650480839,0.005,0.000902809,0.0,0.0034309029579162,0.0034304559230804
1650480840,0.005,0.000785118,0.0,0.0034309029579162,0.0034304559230804
1650480841,0.005,0.000785118,0.0,0.0034309029579162,0.0034304559230804
1650480842,0.0,0.000731465,0.0,0.0034309029579162,0.0034304559230804
1650480843,0.0,0.000773984,0.0,0.0034309029579162,0.0034304559230804
1650480844,0.0,0.001893485,0.0,0.0034309029579162,0.0034304559230804
1650480845,0.0,0.001893485,0.0,0.0034309029579162,0.0034304559230804
1650480846,0.005,0.0007714055,0.0,0.0034309029579162,0.0034304559230804
1650480847,0.005,0.0007714055,0.0,0.0034309029579162,0.0034304559230804
1650480848,0.0,0.0006446285,0.0,0.0034309029579162,0.0034304559230804
1650480849,0.0,0.0006446285,0.0,0.0034309029579162,0.0034304559230804
1650480850,0.005,0.000942213,0.0,0.0034309029579162,0.0034304559230804
1650480851,0.005,0.000942213,0.0,0.0034309029579162,0.0034304559230804
1650480852,0.0,0.000696525,0.0,0.0034309029579162,0.0034304559230804
1650480853,0.0,0.000864393,0.0,0.0034309029579162,0.0034304559230804
