request,response,infra.grpc.handler,QueryCard,"verifyCard: match cardNo local, <:cardNo:> <:transactionID:> <:spanID:>","CardQuery <:*:> channel, <:cardNo:> <:transactionID:> <:spanID:>",call by <:*:> fn:QueryCard call cost:<:NUM:> <:traceID:> <:transactionID:> <:spanID:>,CardQuery <:*:> <:<:resp:>,"verifyCardLocal: s.dao.GetCard failed, err=sql: no rows in result set <:traceID:> <:transactionID:> <:spanID:>","verifyCard: match cardNo by channel, <:cardNo:> valid=<:STATUS:>, <:cardBin:>",verifyCard: <:cardNo:> Yrouter:<:STATUS:> <:traceID:> <:transactionID:> <:spanID:>,verifyCard: <:cardNo:> <:<:resp:>,need retry pre call <:*:> err:card is invalid <:traceID:> <:transactionID:> <:spanID:>,sendPostRequest huaDao <:<:resp:>,"s.MatchByNameAndNo failed, errCode=<:NUM:>, <:cardNo:> <:*:> <:traceID:> <:transactionID:> <:spanID:>",buildBinMap: get bins count=<:NUM:>,syncCardBin: get card bin <:MAP:>,<:ChineseInfo:>，cardNo:<:SEQ:> <:resp:>,"s.dao.GetBankByNo failed, err=sql: no rows in result set, <:bankNo:> <:transactionID:> <:spanID:>","matchRetByBankNameOrNo: s.BankMatchByBankNo failed, err=sql: no rows in result set, <:bankNo:> <:transactionID:> <:spanID:>",huaDaoCardQuery <:*:> err:&{<:NUM:> <:ChineseInfo:>} <:traceID:> <:transactionID:> <:spanID:>,"binMatch failed, <:cardNo:> <:transactionID:> <:spanID:>","cardQuery: <:*:> failed, <:*:>",msg,need retry pre call <:*:> err:need retry err: <:NUM:> error occurred: * <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> while <:*:> <:*:> <:traceID:> <:transactionID:> <:spanID:>,"Git Tag:v0.<:NUM:>.<:NUM:>, Build <:*:>",ykms addr: ykms://ycard@<:IP:>:<:NUM:>,"CardQuery: <:*:> failed, <:ERRORPOST:>",ykmsycard <:*:> start kms,verifyCard: <:cardNo:> <:<:resp:> * <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> while <:*:> <:*:> <:traceID:> <:transactionID:> <:spanID:>,"client.Do failed, <:ERRORGET:>",Alert! New bank <:*:> <:*:> <:*:> code= <:traceID:> <:transactionID:> <:spanID:>,"DoPost: client.Do failed, <:ERRORPOST:>",gin server stopping,gRPC server stopping,watchConfigHandler,<:ChineseInfo:>，cardNo:<:NUM:> <:resp:>,"verifyCard: all bank channel failed, <:cardNo:> by yrouter <:traceID:> <:transactionID:> <:spanID:>","DoPostForm failed, <:ERRORPOST:>","s.MatchByNameAndNo failed, errCode=<:NUM:>, <:cardNo:> <:NUM:> <:*:> bankName= <:traceID:> <:transactionID:> <:spanID:>","s.dao.GetBankByName failed, err=sql: no rows in result set, <:*:> <:traceID:> <:transactionID:> <:spanID:>","matchRetByBankNameOrNo: s.BankMatchByName failed, err=sql: no rows in result set, <:*:> <:traceID:> <:transactionID:> <:spanID:>",Alert! New bank <:*:> <:*:> <:traceID:> <:transactionID:> <:spanID:>,"CardQuery juhe util.DoGet failed, <:ERRORGET:>",need retry pre call <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> context deadline exceeded (Client.Timeout exceeded while awaiting headers) <:traceID:> <:transactionID:> <:spanID:>,"app run failed, err=http: Server closed",Init config success,service.New started,wxbot.InitWxBot started,monitor.InitPrometheus success,initWatch: get hot conf={ChannelWeight: {ID:<:NUM:> Percent:<:NUM:>} {ID:<:NUM:> Percent:<:NUM:>} {ID:<:NUM:> Percent:<:NUM:>} {ID:<:NUM:> Percent:<:NUM:>} {ID:<:NUM:> Percent:<:NUM:>} <:*:> <:*:> <:*:> <:*:> <:*:> } },"watchConfigHandler, hotConfig={ChannelWeight: {ID:<:NUM:> Percent:<:NUM:>} {ID:<:NUM:> Percent:<:NUM:>} {ID:<:NUM:> Percent:<:NUM:>} {ID:<:NUM:> Percent:<:NUM:>} {ID:<:NUM:> Percent:<:NUM:>} <:*:> <:*:> <:*:> <:*:> <:*:> } }",initWatch: get hot conf={ChannelWeight: {ID:<:NUM:> Percent:<:NUM:>} {ID:<:NUM:> Percent:<:NUM:>} {ID:<:NUM:> Percent:<:NUM:>} {ID:<:NUM:> Percent:<:NUM:>} {ID:<:NUM:> Percent:<:NUM:>} CardBlacklist: {ChannelID:<:NUM:> CardList: <:SEQ:> } },"s.getCacheBank failed, err=sql: no rows in result set <:traceID:> <:transactionID:> <:spanID:>","need retry pre call cid:juHe err:not need retry err: <:NUM:> error occurred: * juHe invalid response, errorCode=<:NUM:> <:traceID:> <:transactionID:> <:spanID:>","s.BinMatch failed, errCode=<:NUM:>, <:cardNo:> <:transactionID:> <:spanID:>",addNewCardBin: add new <:cardBin:>,"verifyCardLocal: not match card local or card in blacklist, <:cardNo:> <:transactionID:> <:spanID:>","CardQuery util.DoGet failed, <:ERRORGET:>","verifyCard: <:cardNo:> <:<:resp:> * Get ""<:URL:>? input charset=utf-<:NUM:>&<:cardNo:> context deadline exceeded (Client.Timeout exceeded while awaiting headers) <:traceID:> <:transactionID:> <:spanID:>","s.getCacheBank failed, err=context deadline exceeded <:traceID:> <:transactionID:> <:spanID:>","s.MatchByNameAndNo failed, errCode=<:NUM:>, <:cardNo:> <:NUM:>, bankName= <:traceID:> <:transactionID:> <:spanID:>",need retry pre call cid:ali err:not need retry err: <:NUM:> error occurred: * over ali limit <:traceID:> <:transactionID:> <:spanID:>,"CardQuery: util.DoPostForm failed, err=context deadline exceeded (Client.Timeout or context cancellation while reading body) <:traceID:> <:transactionID:> <:spanID:>","cardQuery: jumeizhishu.CardQuery failed, err=context deadline exceeded (Client.Timeout or context cancellation while reading body) <:traceID:> <:transactionID:> <:spanID:>",initWatch: get hot conf={ChannelWeight: {ID:<:NUM:> Percent:<:NUM:>} {ID:<:NUM:> Percent:<:NUM:>} {ID:<:NUM:> Percent:<:NUM:>} {ID:<:NUM:> Percent:<:NUM:>} {ID:<:NUM:> Percent:<:NUM:>} {ID:<:NUM:> Percent:<:NUM:>} MatchCardLocalPercent:<:NUM:> CardBlacklist: {ChannelID:<:NUM:> CardList: } },gin server listening on: :: :<:NUM:>,gRPC server listening on: :: :<:NUM:>,"app run failed, err=context canceled","sendPostRequest <:ChineseInfo:>bin<:ChineseInfo:>,cardNo:<:SEQ:> err:Post ""http://opensdk.bihootech.com/HD EBDP/EMW/GetBankCardInfo"": context deadline exceeded (Client.Timeout exceeded while awaiting headers) <:traceID:> <:transactionID:> <:spanID:>","need retry pre call cid:yuShan err:need retry err: <:NUM:> error occurred: * Post ""<:URL:>"": EOF <:traceID:> <:transactionID:> <:spanID:>","Alert! New bank name=<:ChineseInfo:>FAYSAL BANK, code= <:traceID:> <:transactionID:> <:spanID:>",need retry pre call cid:juMeiZhiShu err:not need retry err: <:NUM:> error occurred: * <:ChineseInfo:>，<:ChineseInfo:>：<:NUM:> <:traceID:> <:transactionID:> <:spanID:>,verifyCard: <:cardNo:> <:<:resp:> * <:ChineseInfo:>，<:ChineseInfo:>：<:NUM:> <:traceID:> <:transactionID:> <:spanID:>,"s.dao.UpdateBank failed, err=Error <:NUM:>: Duplicate entry '<:NUM:>' for key 'uniq bank no' <:traceID:> <:transactionID:> <:spanID:>","resolver update instances: {""id"":""yos.server-bj1-rd-yos-prod-<:NUM:>"",""name"":""yos.server"",""version"":""<:NUM:>"",""metadata"":{""region"":"""",""x-yzh-env"":"""",""zone"":""""},""endpoints"": ""grpc://<:IP:>:<:NUM:>"" },{""id"":""yos.server-bj3-rd-yos-prod-<:NUM:>"",""name"":""yos.server"",""version"":""<:NUM:>"",""metadata"":{""region"":"""",""x-yzh-env"":"""",""zone"":""""},""endpoints"": ""grpc://<:IP:>:<:NUM:>"" },{""id"":""yos.server-bj3-rd-yos-prod-<:NUM:>"",""name"":""yos.server"",""version"":""<:NUM:>"",""metadata"":{""region"":"""",""x-yzh-env"":"""",""zone"":""""},""endpoints"": ""grpc://<:IP:>:<:NUM:>"" }","watchConfigHandler, hotConfig={ChannelWeight: {ID:<:NUM:> Percent:<:NUM:>} {ID:<:NUM:> Percent:<:NUM:>} {ID:<:NUM:> Percent:<:NUM:>} {ID:<:NUM:> Percent:<:NUM:>} {ID:<:NUM:> Percent:<:NUM:>} CardBlacklist: {ChannelID:<:NUM:> CardList: <:SEQ:> } }",timestamp
1302,1302,391,441,300,71,71,71,71,71,71,71,0,12,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-13 09:54:48
1294,1294,258,288,192,48,48,48,48,48,48,48,0,6,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-13 09:55:16
1294,1294,61,46,16,15,15,15,15,15,15,15,0,3,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-13 09:56:48
1296,1296,68,55,21,17,17,17,17,17,17,17,0,3,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-13 09:57:16
1259,1259,63,70,28,21,21,21,21,21,21,21,0,1,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-13 09:58:48
1265,1265,80,143,33,77,76,75,33,33,33,32,54,13,12,12,12,9,0,0,2,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-13 09:59:16
1295,1295,362,709,199,369,368,367,129,129,129,128,299,67,73,12,12,50,0,0,8,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-13 10:00:48
1295,1295,377,744,196,396,396,396,135,135,135,135,326,72,80,12,12,51,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-13 10:01:16
1295,1295,161,474,39,340,340,340,83,83,83,83,321,67,74,12,12,50,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-13 10:02:48
1295,1295,165,485,49,343,344,344,84,84,84,85,324,68,73,12,12,51,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-13 10:03:16
1304,1304,546,701,414,178,179,179,107,107,107,108,89,33,19,12,12,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-13 10:04:48
1295,1295,668,760,548,108,108,108,104,104,104,104,5,17,1,12,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-13 10:05:16
1256,1256,629,705,513,96,96,96,96,96,96,96,0,10,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-13 10:06:48
1265,1265,606,686,478,104,104,104,104,104,104,104,0,10,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-13 10:07:16
1296,1296,694,778,562,108,108,108,108,108,108,108,0,13,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-13 10:08:48
1292,1292,674,754,552,103,103,103,99,99,99,99,5,13,1,12,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-13 10:09:16
1294,1294,621,699,491,110,110,110,98,98,98,98,15,17,3,12,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-13 10:10:48
1293,1293,634,706,504,105,105,105,97,97,97,97,10,19,2,12,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-13 10:11:16
1295,1295,436,486,346,69,69,69,69,69,69,69,0,11,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-13 10:12:48
1288,1288,318,350,240,54,54,54,54,54,54,54,0,8,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-13 10:13:16
1300,1300,75,79,27,26,26,26,26,26,26,26,0,3,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-13 10:14:48
1259,1259,63,69,23,23,23,23,23,23,23,23,0,2,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-13 10:15:16
1257,1257,105,126,45,46,46,46,34,34,34,34,15,7,3,12,12,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-13 10:16:48
1299,1299,110,150,43,65,64,64,42,42,42,41,28,11,5,12,12,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-13 10:17:16
